event_id,event_name,dcat_id,dcat,status_as_of,athlete_id,athlete_name,athlete_country,comp_rank,round,score,round_rank,comp_id,birthday,gender,first_season,height,arm_span
1187,IFSC - Climbing World Cup (B) - Meiringen (SUI) 2021,3,BOULDER Men,2021-04-18 00:00:13 UTC,11871,Amagasa Sohta,JPN,6.0,Final,0T3z 0 4,6.0,11873,2000-06-14,male,2019,176.0,
1187,IFSC - Climbing World Cup (B) - Meiringen (SUI) 2021,3,BOULDER Men,2021-04-18 00:00:13 UTC,1124,Kruder Jernej,SLO,7.0,Qualification,3T5z 11 11,5.0,11873,1990-12-05,male,2004,179.0,184.0
1187,IFSC - Climbing World Cup (B) - Meiringen (SUI) 2021,3,BOULDER Men,2021-04-18 00:00:13 UTC,1124,Kruder Jernej,SLO,7.0,Semi-Final,2T2z 7 6,7.0,11873,1990-12-05,male,2004,179.0,184.0
1187,IFSC - Climbing World Cup (B) - Meiringen (SUI) 2021,3,BOULDER Men,2021-04-18 00:00:13 UTC,2574,Megos Alexander,GER,8.0,Qualification,3T5z 8 9,9.0,11873,1993-08-12,male,2008,175.0,
1187,IFSC - Climbing World Cup (B) - Meiringen (SUI) 2021,3,BOULDER Men,2021-04-18 00:00:13 UTC,2574,Megos Alexander,GER,8.0,Semi-Final,2T2z 8 3,8.0,11873,1993-08-12,male,2008,175.0,
1187,IFSC - Climbing World Cup (B) - Meiringen (SUI) 2021,3,BOULDER Men,2021-04-18 00:00:13 UTC,1131,Vezonik Gregor,SLO,9.0,Qualification,2T5z 8 13,19.0,11873,1995-07-06,male,2009,176.0,
1187,IFSC - Climbing World Cup (B) - Meiringen (SUI) 2021,3,BOULDER Men,2021-04-18 00:00:13 UTC,1131,Vezonik Gregor,SLO,9.0,Semi-Final,2T2z 10 10,9.0,11873,1995-07-06,male,2009,176.0,
1187,IFSC - Climbing World Cup (B) - Meiringen (SUI) 2021,3,BOULDER Men,2021-04-18 00:00:13 UTC,1129,Skofic Domen,SLO,10.0,Qualification,3T5z 3 6,3.0,11873,1994-04-11,male,2008,177.0,
1187,IFSC - Climbing World Cup (B) - Meiringen (SUI) 2021,3,BOULDER Men,2021-04-18 00:00:13 UTC,1129,Skofic Domen,SLO,10.0,Semi-Final,1T2z 1 9,10.0,11873,1994-04-11,male,2008,177.0,
1187,IFSC - Climbing World Cup (B) - Meiringen (SUI) 2021,3,BOULDER Men,2021-04-18 00:00:13 UTC,490,Cornu Manuel,FRA,11.0,Qualification,3T5z 14 17,7.0,11873,1993-11-26,male,2012,177.0,168.0
1187,IFSC - Climbing World Cup (B) - Meiringen (SUI) 2021,3,BOULDER Men,2021-04-18 00:00:13 UTC,490,Cornu Manuel,FRA,11.0,Semi-Final,1T2z 2 5,11.0,11873,1993-11-26,male,2012,177.0,168.0
1187,IFSC - Climbing World Cup (B) - Meiringen (SUI) 2021,3,BOULDER Men,2021-04-18 00:00:13 UTC,11675,Schalck Mejdi,FRA,12.0,Qualification,2T5z 5 18,11.0,11873,2004-05-07,male,2019,172.0,
1187,IFSC - Climbing World Cup (B) - Meiringen (SUI) 2021,3,BOULDER Men,2021-04-18 00:00:13 UTC,11675,Schalck Mejdi,FRA,12.0,Semi-Final,1T2z 2 6,12.0,11873,2004-05-07,male,2019,172.0,
1187,IFSC - Climbing World Cup (B) - Meiringen (SUI) 2021,3,BOULDER Men,2021-04-18 00:00:13 UTC,1741,Bailey Sean,USA,13.0,Qualification,2T5z 4 13,17.0,11873,1996-05-20,male,2011,163.0,
1187,IFSC - Climbing World Cup (B) - Meiringen (SUI) 2021,3,BOULDER Men,2021-04-18 00:00:13 UTC,1741,Bailey Sean,USA,13.0,Semi-Final,1T2z 3 3,13.0,11873,1996-05-20,male,2011,163.0,
1187,IFSC - Climbing World Cup (B) - Meiringen (SUI) 2021,3,BOULDER Men,2021-04-18 00:00:13 UTC,1256,Uznik Nicolai,AUT,14.0,Qualification,3T5z 6 6,7.0,11873,2000-08-11,male,2014,173.0,
1187,IFSC - Climbing World Cup (B) - Meiringen (SUI) 2021,3,BOULDER Men,2021-04-18 00:00:13 UTC,1256,Uznik Nicolai,AUT,14.0,Semi-Final,1T2z 3 4,14.0,11873,2000-08-11,male,2014,173.0,
1187,IFSC - Climbing World Cup (B) - Meiringen (SUI) 2021,3,BOULDER Men,2021-04-18 00:00:13 UTC,1149,Lovenjak Sudar Zan,SLO,15.0,Qualification,3T4z 7 8,13.0,11873,1998-01-14,male,2013,179.0,
1187,IFSC - Climbing World Cup (B) - Meiringen (SUI) 2021,3,BOULDER Men,2021-04-18 00:00:13 UTC,1149,Lovenjak Sudar Zan,SLO,15.0,Semi-Final,1T1z 1 1,15.0,11873,1998-01-14,male,2013,179.0,
1187,IFSC - Climbing World Cup (B) - Meiringen (SUI) 2021,3,BOULDER Men,2021-04-18 00:00:13 UTC,1871,Fulkerson Ross,USA,16.0,Qualification,2T5z 7 13,15.0,11873,2001-03-16,male,2016,183.0,
1187,IFSC - Climbing World Cup (B) - Meiringen (SUI) 2021,3,BOULDER Men,2021-04-18 00:00:13 UTC,1871,Fulkerson Ross,USA,16.0,Semi-Final,1T1z 2 1,16.0,11873,2001-03-16,male,2016,183.0,
1187,IFSC - Climbing World Cup (B) - Meiringen (SUI) 2021,3,BOULDER Men,2021-04-18 00:00:13 UTC,79,Rubtsov Aleksey,RUS,17.0,Qualification,3T5z 10 7,11.0,11873,1988-08-05,male,2008,178.0,185.0
1187,IFSC - Climbing World Cup (B) - Meiringen (SUI) 2021,3,BOULDER Men,2021-04-18 00:00:13 UTC,79,Rubtsov Aleksey,RUS,17.0,Semi-Final,1T1z 8 2,17.0,11873,1988-08-05,male,2008,178.0,185.0
1187,IFSC - Climbing World Cup (B) - Meiringen (SUI) 2021,3,BOULDER Men,2021-04-18 00:00:13 UTC,4299,Lehmann Sascha,SUI,18.0,Qualification,2T5z 4 14,19.0,11873,1998-02-03,male,2012,164.0,
1187,IFSC - Climbing World Cup (B) - Meiringen (SUI) 2021,3,BOULDER Men,2021-04-18 00:00:13 UTC,4299,Lehmann Sascha,SUI,18.0,Semi-Final,0T1z 0 4,18.0,11873,1998-02-03,male,2012,164.0,
1187,IFSC - Climbing World Cup (B) - Meiringen (SUI) 2021,3,BOULDER Men,2021-04-18 00:00:13 UTC,320,Collin Nicolas,BEL,19.0,Qualification,2T5z 4 13,9.0,11873,1998-03-24,male,2012,179.0,
1187,IFSC - Climbing World Cup (B) - Meiringen (SUI) 2021,3,BOULDER Men,2021-04-18 00:00:13 UTC,320,Collin Nicolas,BEL,19.0,Semi-Final,0T1z 0 7,19.0,11873,1998-03-24,male,2012,179.0,
1187,IFSC - Climbing World Cup (B) - Meiringen (SUI) 2021,3,BOULDER Men,2021-04-18 00:00:13 UTC,3131,Flohé Yannick,GER,19.0,Qualification,3T4z 12 7,15.0,11873,1999-08-14,male,2014,178.0,
1187,IFSC - Climbing World Cup (B) - Meiringen (SUI) 2021,3,BOULDER Men,2021-04-18 00:00:13 UTC,3131,Flohé Yannick,GER,19.0,Semi-Final,0T1z 0 7,19.0,11873,1999-08-14,male,2014,178.0,
1187,IFSC - Climbing World Cup (B) - Meiringen (SUI) 2021,3,BOULDER Men,2021-04-18 00:00:13 UTC,1138,Peharc Anze,SLO,21.0,Qualification,2T5z 9 10,21.0,11873,1997-07-29,male,2011,177.0,180.0
1187,IFSC - Climbing World Cup (B) - Meiringen (SUI) 2021,3,BOULDER Men,2021-04-18 00:00:13 UTC,2257,Sugimoto Rei,JPN,21.0,Qualification,2T5z 6 16,21.0,11873,1991-11-13,male,2005,172.0,
1187,IFSC - Climbing World Cup (B) - Meiringen (SUI) 2021,3,BOULDER Men,2021-04-18 00:00:13 UTC,3422,Hojer Jan,GER,23.0,Qualification,2T4z 3 6,23.0,11873,1992-02-09,male,2006,188.0,
1187,IFSC - Climbing World Cup (B) - Meiringen (SUI) 2021,3,BOULDER Men,2021-04-18 00:00:13 UTC,1214,Schubert Jakob,AUT,23.0,Qualification,2T5z 9 12,23.0,11873,1990-12-31,male,2004,176.0,
1187,IFSC - Climbing World Cup (B) - Meiringen (SUI) 2021,3,BOULDER Men,2021-04-18 00:00:13 UTC,2378,IMAIZUMI Yuta,JPN,25.0,Qualification,2T4z 6 11,25.0,11873,2000-09-20,male,2017,170.0,
1187,IFSC - Climbing World Cup (B) - Meiringen (SUI) 2021,3,BOULDER Men,2021-04-18 00:00:13 UTC,2265,Watabe Keita,JPN,25.0,Qualification,2T4z 3 9,25.0,11873,1993-08-30,male,2008,173.0,180.0
1187,IFSC - Climbing World Cup (B) - Meiringen (SUI) 2021,3,BOULDER Men,2021-04-18 00:00:13 UTC,857,Piccolruaz Michael,ITA,27.0,Qualification,2T3z 5 4,27.0,11873,1995-12-31,male,2009,178.0,
1187,IFSC - Climbing World Cup (B) - Meiringen (SUI) 2021,3,BOULDER Men,2021-04-18 00:00:13 UTC,1472,Topishko Sergii,UKR,27.0,Qualification,2T4z 5 7,27.0,11873,1988-10-02,male,2002,,
1187,IFSC - Climbing World Cup (B) - Meiringen (SUI) 2021,3,BOULDER Men,2021-04-18 00:00:13 UTC,3983,Khazanov Alex,ISR,29.0,Qualification,2T4z 5 10,29.0,11873,1995-03-02,male,2009,,
1187,IFSC - Climbing World Cup (B) - Meiringen (SUI) 2021,3,BOULDER Men,2021-04-18 00:00:13 UTC,318,Lorenzi Simon,BEL,29.0,Qualification,1T5z 1 7,29.0,11873,1997-02-09,male,2011,168.0,180.0
1187,IFSC - Climbing World Cup (B) - Meiringen (SUI) 2021,3,BOULDER Men,2021-04-18 00:00:13 UTC,1929,Duffy Colin,USA,31.0,Qualification,2T4z 10 13,31.0,11873,2003-12-10,male,2017,170.0,
1187,IFSC - Climbing World Cup (B) - Meiringen (SUI) 2021,3,BOULDER Men,2021-04-18 00:00:13 UTC,4284,Grünenfelder Nino,SUI,31.0,Qualification,1T5z 3 6,31.0,11873,2001-12-23,male,2017,173.0,
1187,IFSC - Climbing World Cup (B) - Meiringen (SUI) 2021,3,BOULDER Men,2021-04-18 00:00:13 UTC,3586,Brand Mark,NED,33.0,Qualification,2T4z 11 17,33.0,11873,1998-09-04,male,2012,,
1187,IFSC - Climbing World Cup (B) - Meiringen (SUI) 2021,3,BOULDER Men,2021-04-18 00:00:13 UTC,4300,Ometz Baptiste,SUI,33.0,Qualification,1T5z 3 14,33.0,11873,1998-09-15,male,2012,,
1187,IFSC - Climbing World Cup (B) - Meiringen (SUI) 2021,3,BOULDER Men,2021-04-18 00:00:13 UTC,4283,Clémence Julien,SUI,35.0,Qualification,2T2z 8 8,35.0,11873,2001-11-11,male,2016,169.0,173.0
1187,IFSC - Climbing World Cup (B) - Meiringen (SUI) 2021,3,BOULDER Men,2021-04-18 00:00:13 UTC,523,Mawem Mickael,FRA,35.0,Qualification,1T5z 3 15,35.0,11873,1990-08-03,male,2014,179.0,
1187,IFSC - Climbing World Cup (B) - Meiringen (SUI) 2021,3,BOULDER Men,2021-04-18 00:00:13 UTC,547,Jenft Paul,FRA,37.0,Qualification,1T5z 3 11,37.0,11873,2003-06-16,male,2017,188.0,194.0
1187,IFSC - Climbing World Cup (B) - Meiringen (SUI) 2021,3,BOULDER Men,2021-04-18 00:00:13 UTC,3998,Marcus Nimrod,ISR,37.0,Qualification,1T4z 3 7,37.0,11873,1999-11-12,male,2014,166.0,
1187,IFSC - Climbing World Cup (B) - Meiringen (SUI) 2021,3,BOULDER Men,2021-04-18 00:00:13 UTC,546,Le Cerf Pierre,FRA,39.0,Qualification,1T5z 3 19,39.0,11873,2000-03-12,male,2015,,
1187,IFSC - Climbing World Cup (B) - Meiringen (SUI) 2021,3,BOULDER Men,2021-04-18 00:00:13 UTC,85,Luzhetskii Sergei,RUS,39.0,Qualification,1T4z 4 10,39.0,11873,1995-08-15,male,2009,,
1187,IFSC - Climbing World Cup (B) - Meiringen (SUI) 2021,3,BOULDER Men,2021-04-18 00:00:13 UTC,3127,Kleesattel Max,GER,41.0,Qualification,1T5z 5 20,41.0,11873,1998-09-26,male,2017,173.0,180.0
1187,IFSC - Climbing World Cup (B) - Meiringen (SUI) 2021,3,BOULDER Men,2021-04-18 00:00:13 UTC,2202,Radics Attila Zsombor,HUN,41.0,Qualification,1T3z 3 4,41.0,11873,2004-01-08,male,2018,182.0,
1187,IFSC - Climbing World Cup (B) - Meiringen (SUI) 2021,3,BOULDER Men,2021-04-18 00:00:13 UTC,3199,Chuat Dylan,SUI,43.0,Qualification,0T5z 0 9,43.0,11873,2000-12-13,male,2014,170.0,
1187,IFSC - Climbing World Cup (B) - Meiringen (SUI) 2021,3,BOULDER Men,2021-04-18 00:00:13 UTC,67,Timonov Vadim,RUS,43.0,Qualification,1T4z 2 6,43.0,11873,1992-11-06,male,2006,,
1187,IFSC - Climbing World Cup (B) - Meiringen (SUI) 2021,3,BOULDER Men,2021-04-18 00:00:13 UTC,4168,Gruzitis Edvards,LAT,45.0,Qualification,1T4z 4 14,45.0,11873,2004-01-23,male,2018,183.0,193.0
1187,IFSC - Climbing World Cup (B) - Meiringen (SUI) 2021,3,BOULDER Men,2021-04-18 00:00:13 UTC,1245,Posch Jan-Luca,AUT,45.0,Qualification,0T5z 0 16,45.0,11873,1998-01-07,male,2012,184.0,
1187,IFSC - Climbing World Cup (B) - Meiringen (SUI) 2021,3,BOULDER Men,2021-04-18 00:00:13 UTC,1145,Kotar Matic,SLO,47.0,Qualification,1T4z 6 11,47.0,11873,1999-01-03,male,2013,171.0,188.0
1187,IFSC - Climbing World Cup (B) - Meiringen (SUI) 2021,3,BOULDER Men,2021-04-18 00:00:13 UTC,3591,van Laere Don,NED,47.0,Qualification,0T4z 0 5,47.0,11873,1999-05-13,male,2015,,
1187,IFSC - Climbing World Cup (B) - Meiringen (SUI) 2021,3,BOULDER Men,2021-04-18 00:00:13 UTC,4019,Levin Geva,ISR,49.0,Qualification,0T4z 0 7,49.0,11873,2003-10-24,male,2017,168.0,
1187,IFSC - Climbing World Cup (B) - Meiringen (SUI) 2021,3,BOULDER Men,2021-04-18 00:00:13 UTC,912,Schenk Filip,ITA,49.0,Qualification,1T3z 3 5,49.0,11873,2000-02-01,male,2014,173.0,
1187,IFSC - Climbing World Cup (B) - Meiringen (SUI) 2021,3,BOULDER Men,2021-04-18 00:00:13 UTC,2179,Strommer Soma,HUN,49.0,Qualification,0T4z 0 7,49.0,11873,1999-09-11,male,2013,,
1187,IFSC - Climbing World Cup (B) - Meiringen (SUI) 2021,3,BOULDER Men,2021-04-18 00:00:13 UTC,4252,Schweiger Christoph,GER,52.0,Qualification,1T3z 3 6,52.0,11873,2001-11-03,male,2015,187.0,
1187,IFSC - Climbing World Cup (B) - Meiringen (SUI) 2021,3,BOULDER Men,2021-04-18 00:00:13 UTC,3779,Blaser Benjamin,SUI,53.0,Qualification,0T4z 0 8,53.0,11873,1990-06-10,male,2007,,
1187,IFSC - Climbing World Cup (B) - Meiringen (SUI) 2021,3,BOULDER Men,2021-04-18 00:00:13 UTC,4306,Favre Nils,SUI,53.0,Qualification,1T3z 4 5,53.0,11873,1991-12-02,male,2016,176.0,187.0
1187,IFSC - Climbing World Cup (B) - Meiringen (SUI) 2021,3,BOULDER Men,2021-04-18 00:00:13 UTC,1489,Samoilov Fedir,UKR,53.0,Qualification,0T4z 0 8,53.0,11873,1997-04-25,male,2011,,186.0
1187,IFSC - Climbing World Cup (B) - Meiringen (SUI) 2021,3,BOULDER Men,2021-04-18 00:00:13 UTC,3582,Reuser Tim,NED,56.0,Qualification,1T3z 4 10,56.0,11873,1993-10-25,male,2008,,
1187,IFSC - Climbing World Cup (B) - Meiringen (SUI) 2021,3,BOULDER Men,2021-04-18 00:00:13 UTC,4150,Rugens Rolands,LAT,57.0,Qualification,0T4z 0 9,57.0,11873,1992-02-06,male,2007,,
1187,IFSC - Climbing World Cup (B) - Meiringen (SUI) 2021,3,BOULDER Men,2021-04-18 00:00:13 UTC,2670,Serlachius Fredrik,SWE,57.0,Qualification,1T3z 7 10,57.0,11873,1998-03-30,male,2012,,
1187,IFSC - Climbing World Cup (B) - Meiringen (SUI) 2021,3,BOULDER Men,2021-04-18 00:00:13 UTC,953,Colombo Davide Marco,ITA,59.0,Qualification,0T4z 0 11,59.0,11873,2002-04-16,male,2016,180.0,
1187,IFSC - Climbing World Cup (B) - Meiringen (SUI) 2021,3,BOULDER Men,2021-04-18 00:00:13 UTC,4303,Geisenhoff Philipp,SUI,59.0,Qualification,0T4z 0 11,59.0,11873,2000-02-14,male,2014,,
1187,IFSC - Climbing World Cup (B) - Meiringen (SUI) 2021,3,BOULDER Men,2021-04-18 00:00:13 UTC,12459,Lindfors Axel,FIN,59.0,Qualification,1T2z 3 5,59.0,11873,1991-11-10,male,2021,,
1187,IFSC - Climbing World Cup (B) - Meiringen (SUI) 2021,3,BOULDER Men,2021-04-18 00:00:13 UTC,2201,Tusnády  Nimród Sebestyén,HUN,62.0,Qualification,1T2z 5 5,62.0,11873,2004-03-29,male,2018,173.0,
1187,IFSC - Climbing World Cup (B) - Meiringen (SUI) 2021,3,BOULDER Men,2021-04-18 00:00:13 UTC,3991,Levin Ram,ISR,63.0,Qualification,0T4z 0 14,63.0,11873,1998-12-27,male,2012,173.0,184.0
1187,IFSC - Climbing World Cup (B) - Meiringen (SUI) 2021,3,BOULDER Men,2021-04-18 00:00:13 UTC,793,Linacisoro Molina Mikel Asier,ESP,63.0,Qualification,0T4z 0 14,63.0,11873,2000-07-16,male,2014,184.0,180.0
1187,IFSC - Climbing World Cup (B) - Meiringen (SUI) 2021,3,BOULDER Men,2021-04-18 00:00:13 UTC,356,Vancraeynest Ties,BEL,63.0,Qualification,1T2z 6 11,63.0,11873,2003-03-16,male,2017,180.0,193.0
1187,IFSC - Climbing World Cup (B) - Meiringen (SUI) 2021,3,BOULDER Men,2021-04-18 00:00:13 UTC,89,Skorodumov Sergei,RUS,66.0,Qualification,0T4z 0 15,66.0,11873,1996-05-13,male,2010,,
1187,IFSC - Climbing World Cup (B) - Meiringen (SUI) 2021,3,BOULDER Men,2021-04-18 00:00:13 UTC,12230,Abrahamsson Emil,SWE,67.0,Qualification,0T4z 0 21,67.0,11873,1996-08-03,male,2020,,
1187,IFSC - Climbing World Cup (B) - Meiringen (SUI) 2021,3,BOULDER Men,2021-04-18 00:00:13 UTC,165,Iarilovets Nikolai,RUS,67.0,Qualification,0T4z 0 16,67.0,11873,1999-04-29,male,2015,,
1187,IFSC - Climbing World Cup (B) - Meiringen (SUI) 2021,3,BOULDER Men,2021-04-18 00:00:13 UTC,4364,Baltrunas Kipras,LTU,69.0,Qualification,0T3z 0 4,69.0,11873,1992-11-17,male,2009,,
1187,IFSC - Climbing World Cup (B) - Meiringen (SUI) 2021,3,BOULDER Men,2021-04-18 00:00:13 UTC,2174,Farkas Tamás,HUN,69.0,Qualification,0T4z 0 18,69.0,11873,1994-10-24,male,2009,,
1187,IFSC - Climbing World Cup (B) - Meiringen (SUI) 2021,3,BOULDER Men,2021-04-18 00:00:13 UTC,1758,Hanna Benjamin,USA,69.0,Qualification,0T3z 0 4,69.0,11873,1998-10-25,male,2012,,
1187,IFSC - Climbing World Cup (B) - Meiringen (SUI) 2021,3,BOULDER Men,2021-04-18 00:00:13 UTC,3989,Shemla Yuval,ISR,69.0,Qualification,0T3z 0 4,69.0,11873,1998-11-18,male,2012,168.0,
1187,IFSC - Climbing World Cup (B) - Meiringen (SUI) 2021,3,BOULDER Men,2021-04-18 00:00:13 UTC,811,Ginés López Alberto,ESP,73.0,Qualification,0T3z 0 4,73.0,11873,2002-10-23,male,2016,170.0,
1187,IFSC - Climbing World Cup (B) - Meiringen (SUI) 2021,3,BOULDER Men,2021-04-18 00:00:13 UTC,765,Martin Philipp,GER,74.0,Qualification,0T3z 0 6,74.0,11873,1994-11-22,male,2018,173.0,
1187,IFSC - Climbing World Cup (B) - Meiringen (SUI) 2021,3,BOULDER Men,2021-04-18 00:00:13 UTC,3511,Familrohani Hossein,IRI,75.0,Qualification,0T3z 0 13,75.0,11873,1992-11-06,male,2016,173.0,183.0
1187,IFSC - Climbing World Cup (B) - Meiringen (SUI) 2021,3,BOULDER Men,2021-04-18 00:00:13 UTC,3428,Heiniger Kevin,SUI,75.0,Qualification,0T3z 0 6,75.0,11873,1993-06-03,male,2007,,
1187,IFSC - Climbing World Cup (B) - Meiringen (SUI) 2021,3,BOULDER Men,2021-04-18 00:00:13 UTC,865,Fossali Ludovico,ITA,77.0,Qualification,0T2z 0 3,77.0,11873,1997-05-21,male,2011,185.0,196.0
1187,IFSC - Climbing World Cup (B) - Meiringen (SUI) 2021,3,BOULDER Men,2021-04-18 00:00:13 UTC,3361,Khaibullin Rishat,KAZ,77.0,Qualification,0T3z 0 8,77.0,11873,1995-09-21,male,2009,170.0,
1187,IFSC - Climbing World Cup (B) - Meiringen (SUI) 2021,3,BOULDER Men,2021-04-18 00:00:13 UTC,2677,Alber Love  Ymer,SWE,79.0,Qualification,0T2z 0 4,79.0,11873,2000-06-13,male,2014,,
1187,IFSC - Climbing World Cup (B) - Meiringen (SUI) 2021,3,BOULDER Men,2021-04-18 00:00:13 UTC,814,Crespo Cobos Alejandro,ESP,79.0,Qualification,0T2z 0 2,79.0,11873,1998-03-13,male,2016,182.0,194.0
1187,IFSC - Climbing World Cup (B) - Meiringen (SUI) 2021,3,BOULDER Men,2021-04-18 00:00:13 UTC,1277,Gundolf Louis,AUT,79.0,Qualification,0T2z 0 4,79.0,11873,2001-11-03,male,2015,188.0,
1187,IFSC - Climbing World Cup (B) - Meiringen (SUI) 2021,3,BOULDER Men,2021-04-18 00:00:13 UTC,373,Van Duysen Hannes,BEL,79.0,Qualification,0T2z 0 4,79.0,11873,2004-09-04,male,2018,173.0,
1187,IFSC - Climbing World Cup (B) - Meiringen (SUI) 2021,3,BOULDER Men,2021-04-18 00:00:13 UTC,11018,Jeriomenko Eduardas,LTU,83.0,Qualification,0T2z 0 3,83.0,11873,1995-10-16,male,2013,,
1187,IFSC - Climbing World Cup (B) - Meiringen (SUI) 2021,3,BOULDER Men,2021-04-18 00:00:13 UTC,2763,Plevko Tomas,SVK,84.0,Qualification,0T2z 0 4,84.0,11873,1999-07-02,male,2013,,
1187,IFSC - Climbing World Cup (B) - Meiringen (SUI) 2021,3,BOULDER Men,2021-04-18 00:00:13 UTC,12456,Ruev Rosen,BUL,84.0,Qualification,0T2z 0 4,84.0,11873,1998-09-14,male,2021,,
1187,IFSC - Climbing World Cup (B) - Meiringen (SUI) 2021,3,BOULDER Men,2021-04-18 00:00:13 UTC,2837,Jodlowski Jakub,POL,86.0,Qualification,0T2z 0 5,86.0,11873,1987-11-07,male,2004,,
1187,IFSC - Climbing World Cup (B) - Meiringen (SUI) 2021,3,BOULDER Men,2021-04-18 00:00:13 UTC,2191,Bakurecz Ádám,HUN,87.0,Qualification,0T2z 0 6,87.0,11873,2001-01-24,male,2016,,
1187,IFSC - Climbing World Cup (B) - Meiringen (SUI) 2021,3,BOULDER Men,2021-04-18 00:00:13 UTC,4378,Leipus Joris,LTU,87.0,Qualification,0T2z 0 6,87.0,11873,1999-06-12,male,2016,179.0,192.0
1187,IFSC - Climbing World Cup (B) - Meiringen (SUI) 2021,3,BOULDER Men,2021-04-18 00:00:13 UTC,923,Manzoni Matteo,ITA,87.0,Qualification,0T2z 0 6,87.0,11873,2000-09-28,male,2014,,
